num_expediente,dateTime,adress,distrito,tipo_accidente,estado_meteorológico,bicycle_is_electronic,tipo_persona,rango_edad,sexo,hospitalized,coordenada_x_utm,coordenada_y_utm,positiva_alcohol
2019S001738,2019-01-08T13:03:00+02:00,"C/ MONASTERIO DE ARLANZA-AV. SANTUARIO DE VALVERDE, 25",8  FUENCARRAL-EL PARDO,Caída,Despejado,0,Conductor,De 25 a 29 años,Hombre,1,441.249.856,4.484.718.672,0
2019S001943,2019-01-09T14:50:00+02:00,"CALL. ANTONIO DE LEYVA, 84",11  CARABANCHEL,Colisión lateral,Despejado,0,Conductor,De 30 a 34 años,Hombre,0,439.160.331,4.471.027.621,0
2019S002373,2019-01-08T20:55:00+02:00,"CALL. PUERTO DE LA CRUZ VERDE, 49",2  ARGANZUELA,Atropello a persona,Despejado,0,Conductor,De 45 a 49 años,Hombre,0,442.128.793,4.471.041.676,0
2019S002373,2019-01-08T20:55:00+02:00,"CALL. PUERTO DE LA CRUZ VERDE, 49",2  ARGANZUELA,Atropello a persona,Despejado,0,Peatón,De 35 a 39 años,Hombre,0,442.128.793,4.471.041.676,0
2019S002591,2019-01-12T22:15:00+02:00,"AVDA. POBLADOS / CALL. SECOYA, 109",11  CARABANCHEL,Choque contra obstáculo fijo,Despejado,0,Conductor,De 25 a 29 años,Hombre,1,437.901.464,4.469.445.798,0
2019S002594,2019-01-12T22:45:00+02:00,"POLIG. ALUCHE-AVENIDA DE LOS POBLADOS / CALL. SECOYA, 0",10  LATINA,Choque contra obstáculo fijo,Despejado,0,Conductor,De 25 a 29 años,Hombre,1,434.729.188,4.471.261.484,0
2019S002704,2019-01-12T13:00:00+02:00,"CALL. SANCHIDRIAN, 13A",10  LATINA,Alcance,Despejado,0,Conductor,De 45 a 49 años,Hombre,0,434.184.773,4.471.970.438,0
2019S002788,2019-01-14T11:10:00+02:00,"CALL. FLORA, 1",1  CENTRO,Caída,Despejado,0,Conductor,De 40 a 44 años,Hombre,0,439.972.908,4.474.416.388,0
2019S002882,2019-01-10T20:30:00+02:00,"PASEO. JUAN ANTONIO VALLEJO-NAJERA BOTAS / CALL. GASOMETRO, 23",2  ARGANZUELA,Caída,Despejado,0,Conductor,De 50 a 54 años,Hombre,1,439.999.601,4.472.603.749,0
2019S003277,2019-01-14T16:30:00+02:00,"CALL. SANTA GENOVEVA / PLAZA. AGUSTIN GONZALEZ, 2",15  CIUDAD LINEAL,Colisión lateral,Despejado,0,Conductor,De 50 a 54 años,Mujer,0,445.098.521,4.475.348.003,0
2019S003283,2019-01-11T16:00:00+02:00,"CALL. GRAN VIA / CALL. SAN BERNARDO, 3",1  CENTRO,Colisión fronto-lateral,Despejado,0,Conductor,De 25 a 29 años,Hombre,0,439.942.934,4.474.788.750,0
2019S003306,2019-01-16T9:00:00+02:00,"AVDA. DAROCA / CALL. NICOLAS SALMERON, 1",15  CIUDAD LINEAL,Colisión fronto-lateral,Despejado,0,Conductor,De 35 a 39 años,Hombre,1,446.159.016,4.474.638.061,0
2019S003364,2019-01-12T13:03:00+02:00,"AVDA. ENSANCHE DE VALLECAS, 44",18  VILLA DE VALLECAS,Colisión fronto-lateral,NULL,0,Conductor,De 15 a 17 años,Mujer,0,448.350.971,4.468.767.824,0
2019S003463,2019-01-14T22:45:00+02:00,"CALL. MIGUEL ANGEL / PASEO. GENERAL MARTINEZ CAMPOS, 9",7  CHAMBERÍ,Colisión fronto-lateral,NULL,0,Conductor,De 25 a 29 años,Hombre,NULL,441.368.335,4.476.287.483,0
2019S003662,2019-01-17T6:00:00+02:00,"CALL. DOCE DE OCTUBRE, 26",3  RETIRO,Choque contra obstáculo fijo,Despejado,0,Conductor,De 18 a 20 años,Hombre,1,442.783.223,4.474.144.945,0
2019S003749,2019-01-16T15:20:00+02:00,"PLAZA. CONDE DEL VALLE DE SUCHIL, 3",7  CHAMBERÍ,Caída,Despejado,0,Conductor,De 55 a 59 años,Mujer,0,439.979.228,4.475.787.600,0
2019S004134,2019-01-14T20:20:00+02:00,"PASEO. EL PARDO, 37",8  FUENCARRAL-EL PARDO,Caída,Despejado,0,Conductor,De 40 a 44 años,Hombre,1,434.035.836,4.486.268.312,0
2019S004151,2019-01-17T16:15:00+02:00,"CALL. SERRANO, 141",5  CHAMARTÍN,Alcance,Despejado,0,Conductor,De 45 a 49 años,Mujer,0,441.850.714,4.477.304.341,0
2019S004271,2019-01-18T18:05:00+02:00,"AVDA. FERMINA SEVILLANO, 42",20  SAN BLAS-CANILLEJAS,Colisión frontal,NULL,0,Conductor,De 45 a 49 años,Hombre,NULL,451.549.039,4.477.091.339,1
2019S004528,2019-01-19T21:10:00+02:00,"PLAZA. INDEPENDENCIA / CALL. ALCALA, 1",4  SALAMANCA,Colisión fronto-lateral,Lluvia débil,0,Conductor,De 25 a 29 años,Hombre,1,441.529.911,4.474.604.135,0
2019S004582,2019-01-19T11:10:00+02:00,"CTRA. EL PARDO A FUENCARRAL, 0, 0",8  FUENCARRAL-EL PARDO,Caída,Despejado,0,Conductor,De 30 a 34 años,Hombre,1,438.875.430,4.484.216.739,0
2019S004601,2019-01-17T19:50:00+02:00,"CALL. ARENAL / CALL. DONADOS, 26",1  CENTRO,Colisión lateral,Despejado,0,Conductor,De 21 a 24 años,Hombre,0,439.899.054,4.474.381.586,0
2019S004769,2019-01-18T7:55:00+02:00,"CALL. GENOVA, 2",1  CENTRO,Caída,Despejado,0,Conductor,De 50 a 54 años,Hombre,1,441.007.753,4.475.438.297,0
2019S004939,2019-01-21T16:50:00+02:00,"CALL. SAN ENRIQUE DE OSSO, 36",16  HORTALEZA,Colisión fronto-lateral,Despejado,0,Conductor,De 10 a 14 años,Hombre,1,445.590.705,4.484.052.684,0
2019S005036,2019-01-24T11:15:00+02:00,"CALL. BRAVO MURILLO / CALL. PENSAMIENTO, 250",6  TETUÁN,Atropello a persona,Despejado,0,Conductor,De 55 a 59 años,Hombre,0,440.734.502,4.479.027.422,0
2019S005036,2019-01-24T11:15:00+02:00,"CALL. BRAVO MURILLO / CALL. PENSAMIENTO, 250",6  TETUÁN,Atropello a persona,Despejado,0,Peatón,De 55 a 59 años,Mujer,0,440.734.502,4.479.027.422,0
2019S005062,2019-01-23T15:38:00+02:00,"AVDA. ALBUFERA, 149",13  PUENTE DE VALLECAS,Colisión fronto-lateral,Despejado,0,Conductor,De 65 a 69 años,Hombre,0,444.209.966,4.471.480.436,0
2019S005101,2019-01-18T13:00:00+02:00,"CALL. VILLABLANCA, 11",19  VICÁLVARO,Colisión fronto-lateral,Despejado,0,Conductor,De 60 a 64 años,Hombre,1,448.452.543,4.473.281.704,0
2019S005992,2019-01-25T9:12:00+02:00,"CALLE ALFONSO XI , CALLE ALCALA, 3",3  RETIRO,Colisión fronto-lateral,Despejado,0,Conductor,De 35 a 39 años,Hombre,0,441.419.410,4.474.558.056,0
2019S006032,2019-01-26T21:35:00+02:00,"CALL. MARIA DE MOLINA, 60",4  SALAMANCA,Alcance,Despejado,0,Conductor,De 25 a 29 años,Hombre,0,442.430.470,4.476.525.038,0
2019S006478,2019-01-28T18:00:00+02:00,"CALL. MENDEZ ALVARO / CALL. TITAN, 83",2  ARGANZUELA,Caída,Despejado,0,Conductor,De 55 a 59 años,Hombre,0,442.507.828,4.471.603.239,0
2019S006501,2019-01-27T16:15:00+02:00,"CALL. ALCALA, 44",1  CENTRO,Atropello a persona,Despejado,0,Conductor,De 25 a 29 años,Hombre,1,440.960.299,4.474.465.363,0
2019S006501,2019-01-27T16:15:00+02:00,"CALL. ALCALA, 44",1  CENTRO,Atropello a persona,Despejado,0,Peatón,De 25 a 29 años,Mujer,0,440.960.299,4.474.465.363,0
2019S006584,2019-01-12T22:25:00+02:00,"CALL. GENERAL RICARDOS / GTA. VALLE DE ORO, 164",11  CARABANCHEL,Colisión fronto-lateral,Despejado,0,Conductor,De 18 a 20 años,Hombre,0,437.897.401,4.471.144.739,0
2019S006649,2019-01-30T11:41:00+02:00,"CALL. TOMASA RUIZ, 1",11  CARABANCHEL,Choque contra obstáculo fijo,Despejado,0,Conductor,De 30 a 34 años,Hombre,NULL,439.683.831,4.471.991.241,0
2019S006655,2019-01-30T13:20:00+02:00,"AVDA. CARABANCHEL ALTO, 122",11  CARABANCHEL,Colisión frontal,Despejado,0,Conductor,De 10 a 14 años,Mujer,0,436.009.268,4.468.610.210,0
2019S007634,2019-01-24T19:58:00+02:00,"AVDA. ALBUFERA / CALL. PUERTO DE CANFRANC, 1",13  PUENTE DE VALLECAS,Colisión lateral,Despejado,0,Conductor,De 30 a 34 años,Hombre,0,443.619.585,4.471.900.704,0
2019S007753,2019-02-02T0:03:00+02:00,"CALL. MARIA DE MOLINA, 18",4  SALAMANCA,Caída,Despejado,0,Conductor,De 35 a 39 años,Hombre,1,441.729.535,4.476.572.025,0
2019S007855,2019-02-01T13:30:00+02:00,"CALL. DOCTOR ESQUERDO / CALL. DOCTOR ESQUERDO, 70",3  RETIRO,Alcance,Despejado,0,Conductor,De 35 a 39 años,Mujer,0,443.187.871,4.473.979.902,0
2019S007891,2019-02-01T0:15:00+02:00,"CALL. FRANCISCO SANTOS / CALL. MARTINEZ IZQUIERDO, 14",4  SALAMANCA,Colisión fronto-lateral,Lluvia débil,0,Conductor,De 45 a 49 años,Hombre,0,443.411.557,4.476.215.867,0
2019S007920,2019-02-02T11:07:00+02:00,"CALL. MARCELO USERA / CALL. MANUEL NOYA, 8",12  USERA,Atropello a persona,Despejado,0,Conductor,De 50 a 54 años,Mujer,0,439.556.926,4.470.765.498,0
2019S007920,2019-02-02T11:07:00+02:00,"CALL. MARCELO USERA / CALL. MANUEL NOYA, 8",12  USERA,Atropello a persona,Despejado,0,Peatón,De 70 a 74 años,Mujer,0,439.556.926,4.470.765.498,0
2019S008448,2019-02-06T8:05:00+02:00,"AVDA. LLANO CASTELLANO / AVDA. CARDENAL HERRERA ORIA, 2",8  FUENCARRAL-EL PARDO,Atropello a persona,Despejado,0,Conductor,De 45 a 49 años,Hombre,1,441.854.106,4.482.446.712,0
2019S008448,2019-02-06T8:05:00+02:00,"AVDA. LLANO CASTELLANO / AVDA. CARDENAL HERRERA ORIA, 2",8  FUENCARRAL-EL PARDO,Atropello a persona,Despejado,0,Peatón,De 15 a 17 años,Mujer,0,441.854.106,4.482.446.712,0
2019S008460,2019-02-01T1:40:00+02:00,"CALL. SANTA ENGRACIA / CALL. RIOS ROSAS, 128",7  CHAMBERÍ,Colisión fronto-lateral,Lluvia débil,0,Conductor,De 21 a 24 años,Hombre,0,440.471.429,4.477.057.485,0
2019S008489,2019-02-06T10:25:00+02:00,"CALL. JUAN BRAVO, 17",4  SALAMANCA,Colisión frontal,Despejado,0,Conductor,De 50 a 54 años,Hombre,1,442.186.653,4.476.021.595,0
2019S008627,2019-02-06T17:30:00+02:00,"CALL. ALCALA, 173",4  SALAMANCA,Alcance,Despejado,0,Conductor,De 40 a 44 años,Hombre,NULL,442.981.558,4.475.311.486,0
2019S008637,2019-02-03T17:00:00+02:00,"CALL. ALTAMIRANO / PASEO. PINTOR ROSALES, 52",9  MONCLOA-ARAVACA,Caída,Despejado,0,Conductor,De 45 a 49 años,Mujer,1,438.742.262,4.475.674.435,0
2019S008855,2019-02-06T19:40:00+02:00,"CALL. AGUSTIN DE FOXA, 30",5  CHAMARTÍN,Colisión fronto-lateral,Despejado,0,Conductor,De 30 a 34 años,Hombre,1,442.026.904,4.480.356.125,0
2019S009001,2019-02-07T9:15:00+02:00,"CALL. PRADILLO, 42",5  CHAMARTÍN,Choque contra obstáculo fijo,Despejado,0,Conductor,De 35 a 39 años,Hombre,0,443.119.342,4.477.826.407,0
2019S009106,2019-02-07T18:50:00+02:00,"CALL. PRINCIPE DE VERGARA / GTA. LOPEZ DE HOYOS, 123",5  CHAMARTÍN,Caída,Despejado,0,Conductor,De 35 a 39 años,Mujer,1,442.422.865,4.476.979.381,0
2019S009136,2019-02-07T16:10:00+02:00,"CALL. VALLEHERMOSO / CALL. FERNANDEZ DE LOS RIOS, 42",7  CHAMBERÍ,Alcance,NULL,0,Conductor,De 30 a 34 años,Hombre,NULL,439.898.793,4.476.277.418,0
2019S009150,2019-02-06T16:40:00+02:00,"CALL. GRAN VIA / CALL. ALCALA, 1",1  CENTRO,Caída,Despejado,0,Conductor,De 35 a 39 años,Hombre,1,440.876.375,4.474.498.071,0
2019S009715,2019-02-10T13:45:00+02:00,"CALL. PRINCIPE DE VERGARA, 219",5  CHAMARTÍN,Colisión lateral,Despejado,0,Conductor,De 21 a 24 años,Hombre,0,442.551.261,4.478.226.356,0
2019S009731,2019-02-08T22:30:00+02:00,"CALL. ALCALA, 13",1  CENTRO,Caída,NULL,0,Conductor,De 50 a 54 años,Mujer,0,440.571.640,4.474.339.291,0
2019S009733,2019-02-10T16:05:00+02:00,"PASEO. REINA CRISTINA / CALL. ANDRES TORREJON, 9",3  RETIRO,Colisión fronto-lateral,NULL,0,Conductor,De 21 a 24 años,Hombre,NULL,442.124.157,4.473.170.424,0
2019S009806,2019-02-08T21:40:00+02:00,"CALL. MESON DE PAREDES / CALL. JUANELO, 10",1  CENTRO,Colisión fronto-lateral,Despejado,0,Conductor,De 25 a 29 años,Hombre,0,440.179.370,4.473.656.788,0
2019S009942,2019-02-11T14:15:00+02:00,"CALL. ALCALA, 101",4  SALAMANCA,Alcance,Despejado,0,Conductor,De 25 a 29 años,Hombre,0,442.051.387,4.474.763.641,0
2019S009957,2019-02-11T16:13:00+02:00,"CALL. SERRANO, 8",4  SALAMANCA,Alcance,Despejado,0,Conductor,De 35 a 39 años,Hombre,0,441.589.896,4.474.763.660,0
2019S010276,2019-02-02T11:30:00+02:00,"CALL. MARTINEZ DE LA RIVA, 4",13  PUENTE DE VALLECAS,Colisión lateral,Despejado,0,Conductor,De 40 a 44 años,Hombre,NULL,443.347.135,4.471.841.353,0
2019S010289,2019-02-11T9:15:00+02:00,"CALL. MIGUEL ANGEL, 29",7  CHAMBERÍ,Colisión fronto-lateral,Despejado,0,Conductor,De 25 a 29 años,Hombre,1,441.421.050,4.476.531.115,0
2019S010293,2019-02-12T22:00:00+02:00,"PASEO. PRADO, 2",1  CENTRO,Alcance,Despejado,0,Conductor,De 25 a 29 años,Hombre,1,441.118.925,4.474.411.318,0
2019S010360,2019-02-13T14:25:00+02:00,"CALL. CONDE DE PEÑALVER, 38",4  SALAMANCA,Alcance,Despejado,0,Conductor,De 55 a 59 años,Mujer,1,442.717.608,4.475.606.378,0
2019S010365,2019-02-12T19:05:00+02:00,"GTA. QUEVEDO / CALL. SAN BERNARDO, 1",7  CHAMBERÍ,Colisión lateral,Despejado,0,Conductor,De 30 a 34 años,Hombre,0,440.249.383,4.476.111.443,0
2019S010653,2019-02-14T14:20:00+02:00,"PASEO. INFANTA ISABEL, 17",3  RETIRO,Colisión lateral,Despejado,0,Conductor,De 21 a 24 años,Hombre,0,441.641.903,4.473.131.909,0
2019S010716,2019-02-14T18:00:00+02:00,"AVDA. MENENDEZ PELAYO, 38",3  RETIRO,Caída,Despejado,0,Conductor,De 35 a 39 años,Mujer,NULL,442.250.850,4.472.927.385,0
2019S010849,2019-02-14T20:00:00+02:00,"CALL. SANTA ENGRACIA, 6",7  CHAMBERÍ,Atropello a persona,Despejado,0,Conductor,De 25 a 29 años,Hombre,1,440.962.718,4.475.537.912,0
2019S010849,2019-02-14T20:00:00+02:00,"CALL. SANTA ENGRACIA, 6",7  CHAMBERÍ,Atropello a persona,Despejado,0,Peatón,De 25 a 29 años,Hombre,0,440.962.718,4.475.537.912,0
2019S010852,2019-02-13T17:30:00+02:00,"CALL. SILVANO / CALL. FRANCISCO MOSQUEDA, 162",16  HORTALEZA,Atropello a persona,Despejado,0,Conductor,De 45 a 49 años,Hombre,1,446.769.157,4.479.288.081,0
2019S010852,2019-02-13T17:30:00+02:00,"CALL. SILVANO / CALL. FRANCISCO MOSQUEDA, 162",16  HORTALEZA,Atropello a persona,Despejado,0,Peatón,De 21 a 24 años,Mujer,0,446.769.157,4.479.288.081,0
2019S010855,2019-02-14T18:00:00+02:00,AUTOV. M-40 CON AVDA. DOCTOR GARCIA TAPIA,14  MORATALAZ,Alcance,Despejado,0,Conductor,De 50 a 54 años,Hombre,0,447.036.201,4.473.090.434,0
2019S010907,2019-01-25T4:00:00+02:00,"CALL. GRAN VIA, 78",1  CENTRO,Colisión fronto-lateral,NULL,0,Conductor,De 21 a 24 años,Hombre,1,439.723.297,4.474.977.990,0
2019S010951,2019-02-15T14:10:00+02:00,"GTA. ANGEL CAIDO, 4",3  RETIRO,Caída,Despejado,0,Conductor,De 45 a 49 años,Mujer,1,442.044.127,4.473.590.577,0
2019S011089,2019-02-16T14:05:00+02:00,"RONDA DE VALENCIA CON GLORIETA DE EMBAJADORES, 18",1  CENTRO,Colisión lateral,Despejado,0,Conductor,De 35 a 39 años,Hombre,NULL,440.448.384,4.472.982.627,0
2019S011128,2019-02-17T9:00:00+02:00,"AVDA. POBLADOS / CALL. ANTONIO ROMERO, 110",11  CARABANCHEL,Alcance,Despejado,0,Conductor,De 35 a 39 años,Hombre,1,438.819.807,4.468.985.406,0
2019S011335,2019-02-16T17:10:00+02:00,"PASEO. CHOPERA, 2",2  ARGANZUELA,Caída,Despejado,0,Conductor,De 35 a 39 años,Mujer,1,440.402.235,4.471.979.964,0
2019S011338,2019-02-16T19:55:00+02:00,"CALL. JOAQUIN TURINA, 31",11  CARABANCHEL,Caída,Despejado,0,Conductor,De 45 a 49 años,Mujer,1,436.049.152,4.469.354.022,0
2019S012142,2019-02-20T7:45:00+02:00,"CALL. ATOCHA, 104",1  CENTRO,Caída,Despejado,0,Conductor,De 15 a 17 años,Mujer,0,440.998.615,4.473.545.957,0
2019S012186,2019-02-19T11:57:00+02:00,"CALL. IGLESIAS EXTRAMUROS / AVDA. PESETA, 10",10  LATINA,Colisión fronto-lateral,Despejado,0,Conductor,De 50 a 54 años,Hombre,0,435.087.085,4.468.859.526,0
2019S013090,2019-02-23T21:15:00+02:00,"PLAZA. ESPAÑA, 16",9  MONCLOA-ARAVACA,Alcance,Despejado,0,Conductor,De 21 a 24 años,Hombre,1,439.497.277,4.475.020.228,0
2019S013198,2019-02-23T10:35:00+02:00,"CALL. PARROCO EUSEBIO CUENCA, 46",2  ARGANZUELA,Caída,Despejado,0,Conductor,De 40 a 44 años,Hombre,1,441.575.543,4.471.866.182,0
2019S013570,2019-02-25T16:50:00+02:00,"CALL. ESPARTEROS, 12",1  CENTRO,Caída,Despejado,0,Conductor,De 30 a 34 años,Mujer,0,440.166.601,4.474.137.004,0
2019S013666,2019-02-20T10:30:00+02:00,"CALL. MANCHA / AVDA. ENTREVIAS, 1",13  PUENTE DE VALLECAS,Colisión lateral,Despejado,0,Conductor,De 25 a 29 años,Hombre,1,443.240.362,4.470.333.673,0
2019S013729,2019-01-29T16:26:00+02:00,"PASEO. RECOLETOS, 23",1  CENTRO,Caída,Lluvia débil,0,Conductor,De 45 a 49 años,Hombre,1,441.287.733,4.474.891.012,0
2019S013751,2019-02-27T10:25:00+02:00,"PASEO. FERNAN NUÑEZ / PASEO. VENEZUELA, 1",3  RETIRO,Caída,Despejado,0,Conductor,De 50 a 54 años,Hombre,1,441.693.351,4.473.490.477,0
2019S013812,2019-02-27T18:40:00+02:00,"PASEO. GENERAL MARTINEZ CAMPOS / CALL. MODESTO LAFUENTE, 39",7  CHAMBERÍ,Alcance,Despejado,0,Conductor,De 55 a 59 años,Hombre,0,440.940.647,4.476.279.170,0
2019S013863,2019-02-28T8:45:00+02:00,"GTA. SINTRA / CALL. VIA DE DUBLIN, 1",21  BARAJAS,Colisión fronto-lateral,Despejado,0,Conductor,De 45 a 49 años,Hombre,0,447.982.355,4.480.245.196,0
2019S013888,2019-02-28T7:30:00+02:00,"PASEO. CASTELLANA, 29",7  CHAMBERÍ,Caída,Despejado,0,Conductor,De 18 a 20 años,Hombre,0,441.526.705,4.475.814.984,0
2019S013972,2019-03-02T4:00:00+02:00,"PASEO. PRADO, 48",1  CENTRO,Caída,Despejado,0,Conductor,De 50 a 54 años,Hombre,0,441.241.952,4.473.478.808,1
2019S013999,2019-03-01T13:00:00+02:00,"CALL. MODESTO LAFUENTE, 61",7  CHAMBERÍ,Caída,Despejado,0,Conductor,De 50 a 54 años,Hombre,0,440.995.376,4.477.322.478,0
2019S014004,2019-03-01T20:45:00+02:00,"PASEO. PRADO, 13",3  RETIRO,Colisión fronto-lateral,Despejado,0,Conductor,De 18 a 20 años,Hombre,1,441.245.494,4.473.585.805,0
2019S014016,2019-03-01T12:30:00+02:00,"CALL. HACIENDA DE PAVONES / CALL. BRUJAS, 356",14  MORATALAZ,Colisión fronto-lateral,Despejado,0,Conductor,De 15 a 17 años,Hombre,0,446.715.696,4.472.212.970,0
2019S014113,2019-03-02T13:30:00+02:00,"PASEO. MOLINO, 1",2  ARGANZUELA,Caída,Despejado,0,Conductor,De 25 a 29 años,Mujer,1,441.068.131,4.471.370.787,0
2019S014125,2019-03-02T14:50:00+02:00,"CALL. RAIMUNDO FERNANDEZ VILLAVERDE / PASEO. CASTELLANA, 69",6  TETUÁN,Caída,Despejado,0,Conductor,De 35 a 39 años,Mujer,0,441.308.611,4.477.508.063,0
2019S014153,2019-03-01T12:10:00+02:00,"RONDA. ATOCHA, 7",2  ARGANZUELA,Caída,Despejado,0,Conductor,De 40 a 44 años,Hombre,0,441.014.613,4.473.170.420,0
2019S014196,2019-03-03T23:25:00+02:00,"PLAZA. EMPERADOR CARLOS V, 1",1  CENTRO,Colisión lateral,Despejado,0,Conductor,De 55 a 59 años,Hombre,0,441.308.313,4.473.394.106,0
2019S014242,2019-03-03T20:55:00+02:00,"CALL. PRINCESA / CALL. HILARION ESLAVA, 70",7  CHAMBERÍ,Colisión fronto-lateral,Despejado,0,Conductor,De 21 a 24 años,Mujer,0,439.193.847,4.475.913.350,0
2019S014246,2019-02-22T20:05:00+02:00,"CALL. GENERAL RICARDOS, 18",11  CARABANCHEL,Alcance,Despejado,0,Conductor,De 40 a 44 años,Hombre,1,439.037.379,4.472.005.259,0
2019S014256,2019-03-04T16:05:00+02:00,"CALL. ARROYO DE LA MEDIA LEGUA / CALL. CORREGIDOR DIEGO CABEZA DE VACA, 20",14  MORATALAZ,Colisión fronto-lateral,Despejado,0,Conductor,De 18 a 20 años,Mujer,0,444.341.363,4.473.488.371,0
2019S014263,2019-03-04T15:45:00+02:00,"CALL. ALFONSO XII / CALL. MONTALBAN, 10",3  RETIRO,Colisión lateral,Despejado,0,Conductor,De 21 a 24 años,Hombre,0,441.556.529,4.474.421.309,0
2019S014289,2019-03-04T11:35:00+02:00,"RETIRO, 0",3  RETIRO,Caída,Despejado,0,Conductor,De 40 a 44 años,Hombre,1,441.699.987,4.474.512.126,0
2019S014303,2019-03-04T12:45:00+02:00,"PASEO. CASTELLANA, 92",5  CHAMARTÍN,Colisión lateral,Despejado,0,Conductor,De 30 a 34 años,Mujer,0,441.392.866,4.477.183.998,0
2019S014327,2019-03-05T16:15:00+02:00,"CALL. TRESPADERNE / AVDA. SUR DEL AEROPUERTO DE BARAJAS, 16",21  BARAJAS,Colisión fronto-lateral,Despejado,0,Conductor,De 35 a 39 años,Hombre,0,450.732.648,4.478.205.665,0
2019S014416,2019-03-06T17:00:00+02:00,"CALL. ALBAIDA, 76",20  SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,0,Conductor,De 45 a 49 años,Mujer,1,447.895.416,4.476.056.155,0
2019S014478,2019-02-27T19:45:00+02:00,"CALL. MELILOTO / CALL. NOPALERA, 14",10  LATINA,Colisión fronto-lateral,Despejado,0,Conductor,De 18 a 20 años,Mujer,0,434.670.955,4.471.204.892,0
2019S014661,2019-03-08T16:45:00+02:00,"PASEO. CASTELLANA / CALL. RAIMUNDO FERNANDEZ VILLAVERDE, 69",6  TETUÁN,Colisión fronto-lateral,Despejado,0,Conductor,De 25 a 29 años,Hombre,0,441.361.177,4.477.530.003,0
2019S014722,2019-03-08T19:25:00+02:00,"AVDA. PARTENON, 2",21  BARAJAS,Colisión fronto-lateral,Despejado,0,Conductor,De 21 a 24 años,Hombre,0,447.485.250,4.479.344.450,0
2019S015228,2019-03-10T14:58:00+02:00,"CALL. SANTA ADELA, 14",16  HORTALEZA,Colisión frontal,Despejado,0,Conductor,De 55 a 59 años,Hombre,1,444.961.775,4.481.296.613,0
2019S015228,2019-03-10T14:58:00+02:00,"CALL. SANTA ADELA, 14",16  HORTALEZA,Colisión frontal,Despejado,0,Conductor,De 55 a 59 años,Hombre,0,444.961.775,4.481.296.613,0
2019S015263,2019-03-10T19:20:00+02:00,"PASEO. ERMITA DEL SANTO / CALL. VIA CARPETANA, 53",10  LATINA,Colisión frontal,Despejado,0,Conductor,De 25 a 29 años,Mujer,1,438.508.734,4.472.993.839,0
2019S015339,2019-03-10T22:00:00+02:00,"AVDA. PORTUGAL, 1",10  LATINA,Caída,Despejado,0,Conductor,De 25 a 29 años,Mujer,0,438.677.021,4.474.289.185,0
